ID,NPGS site,Type of site,variable,emission,year,value
24,"Irvine, CA",Associated with Riverside,prec,ssp126,2041-2060,30.16666603088379
24,"Irvine, CA",Associated with Riverside,prec,ssp245,2041-2060,31.08333396911621
24,"Irvine, CA",Associated with Riverside,prec,ssp370,2041-2060,28.66666603088379
24,"Irvine, CA",Associated with Riverside,prec,ssp585,2041-2060,31.25
24,"Irvine, CA",Associated with Riverside,prec,ssp126,2061-2080,31.41666603088379
24,"Irvine, CA",Associated with Riverside,prec,ssp245,2061-2080,32.75
24,"Irvine, CA",Associated with Riverside,prec,ssp370,2061-2080,32.91666793823242
24,"Irvine, CA",Associated with Riverside,prec,ssp585,2061-2080,32.16666793823242
24,"Irvine, CA",Associated with Riverside,prec,ssp126,2081-2100,30
24,"Irvine, CA",Associated with Riverside,prec,ssp245,2081-2100,30.16666603088379
24,"Irvine, CA",Associated with Riverside,prec,ssp370,2081-2100,31.33333396911621
24,"Irvine, CA",Associated with Riverside,prec,ssp585,2081-2100,30.08333396911621
24,"Irvine, CA",Associated with Riverside,tmax,ssp126,2021-2040,25.774999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp245,2021-2040,25.725000381469727
24,"Irvine, CA",Associated with Riverside,tmax,ssp370,2021-2040,25.850000381469727
24,"Irvine, CA",Associated with Riverside,tmax,ssp585,2021-2040,25.858333587646484
24,"Irvine, CA",Associated with Riverside,tmax,ssp126,2041-2060,26.399999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp245,2041-2060,26.524999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp370,2041-2060,26.691667556762695
24,"Irvine, CA",Associated with Riverside,tmax,ssp585,2041-2060,26.78333282470703
24,"Irvine, CA",Associated with Riverside,tmax,ssp126,2061-2080,26.524999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp245,2061-2080,26.983333587646484
24,"Irvine, CA",Associated with Riverside,tmax,ssp370,2061-2080,27.524999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp585,2061-2080,28.29166603088379
24,"Irvine, CA",Associated with Riverside,tmax,ssp126,2081-2100,26.71666717529297
24,"Irvine, CA",Associated with Riverside,tmax,ssp245,2081-2100,27.53333282470703
24,"Irvine, CA",Associated with Riverside,tmax,ssp370,2081-2100,28.774999618530273
24,"Irvine, CA",Associated with Riverside,tmax,ssp585,2081-2100,29.850000381469727
24,"Irvine, CA",Associated with Riverside,tmin,ssp126,2021-2040,13.183333396911621
24,"Irvine, CA",Associated with Riverside,tmin,ssp245,2021-2040,13.091666221618652
24,"Irvine, CA",Associated with Riverside,tmin,ssp370,2021-2040,13.300000190734863
24,"Irvine, CA",Associated with Riverside,tmin,ssp585,2021-2040,13.324999809265137
24,"Irvine, CA",Associated with Riverside,tmin,ssp126,2041-2060,13.908332824707031
24,"Irvine, CA",Associated with Riverside,tmin,ssp245,2041-2060,14.066666603088379
24,"Irvine, CA",Associated with Riverside,tmin,ssp370,2041-2060,14.141666412353516
24,"Irvine, CA",Associated with Riverside,tmin,ssp585,2041-2060,14.416666984558105
24,"Irvine, CA",Associated with Riverside,tmin,ssp126,2061-2080,14.058333396911621
24,"Irvine, CA",Associated with Riverside,tmin,ssp245,2061-2080,14.65000057220459
24,"Irvine, CA",Associated with Riverside,tmin,ssp370,2061-2080,15.274999618530273
24,"Irvine, CA",Associated with Riverside,tmin,ssp585,2061-2080,16.04166603088379
24,"Irvine, CA",Associated with Riverside,tmin,ssp126,2081-2100,14.133333206176758
24,"Irvine, CA",Associated with Riverside,tmin,ssp245,2081-2100,15.066666603088379
24,"Irvine, CA",Associated with Riverside,tmin,ssp370,2081-2100,16.566667556762695
24,"Irvine, CA",Associated with Riverside,tmin,ssp585,2081-2100,17.625
